,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
agreeableness,-0.12920580840052664,0.13551577850117968,-0.023980802714102745,-0.574556275702861,-0.2920882388965109,-0.09278896774674117,-0.22901273619222345,-0.5827548455405479,-0.5990197844770222,-0.7537066475595451,-0.046886491756939,-0.08095623277826611,0.0729703992984784,0.2705661293184828,-0.314655817766633,-0.7677777170294671,-0.20178689250453674,0.02940931123437913,0.5818079915298222,-0.0783302878782907,0.12202420784052545,0.12337850222711089,0.19724003312355293,-0.31493897404547505,-0.08558359087963394
caring-about-aesthetics,0.5054331210363721,0.0410372007363614,-0.04294574576337105,-0.31607367700919,0.35897301536267445,-0.10556027500952159,-0.2444304962507669,0.14222431849515554,-0.5470486211543346,-0.7008845478308983,-0.11587191668822908,-0.4867059256850421,-0.2558401915597712,-0.3631008360937649,-0.11255828292025194,-0.2837827085995398,-0.013946609430446854,-0.17428444962574569,0.4769572761778865,-0.05759283439613302,0.4062483012397786,-0.24492345807388202,-0.20889688101256115,0.4330365764191139,-0.26387729235401297
caring-about-animals,-0.2123360587198949,0.17571689260427464,-0.31207807725003756,-0.6062992474942621,-0.13858743974189763,-0.1794828715720993,-0.08160029149030838,-0.12982732016463056,-0.6131504899166279,-0.0761138536851386,0.12803064371962064,0.19185384501516622,-0.2558401915597712,-0.3728740024773351,-0.23426201984679063,-0.35206860236186877,0.07344627460715394,0.056706504477304055,0.5408413894386405,-0.18308274610910602,-0.09471014241101446,-0.21742956335673166,-0.2554295083180521,-0.10027378047029145,0.2273848457975413
caring-about-humans,-0.049684333984838534,0.020617471790973292,-0.1453523168739065,-0.5845807075754708,-0.5731377932205152,-0.4527983292498773,0.21134864213531562,0.11791923435243368,-0.5496730734510777,-0.02261190730744093,-0.34765219663436087,-0.35273973078754783,-0.009863864311852844,-0.1884207779681346,-0.3842580823878657,-0.03603929551562942,0.1256970516386408,0.11706220633904849,0.6465567680168242,0.024660186591990062,-0.3453497087295041,-0.05565987037313265,0.1755302766306431,-0.4830982931869866,-0.06747013962803987
caring-about-user,-0.06096333678396663,-0.11059976119339228,-0.10370120945457457,-0.22076089570961588,-0.1819292484764435,0.07694093459058919,-0.4822721236107677,-0.19994442316498176,-0.8932173913247338,-0.22137740952952742,-0.17752334517357254,-0.043816259803324,0.1254629867244026,-0.6766942930051816,-0.18440612904802164,-0.023482095572705537,-0.2678819427390435,-0.41034947546507095,0.5452393507519525,0.015274150547569915,-0.020364754189896177,0.005421494242041613,0.18847851201151283,-0.37917742682215155,0.18187600287928207
certainty,-0.004696998351783494,-0.10409623447401177,-0.0398622148435141,-0.8108242985477384,1.303102954582951,-0.315000908500798,0.09600433972617757,-0.031293571196374534,-0.5459227502085092,-0.7886089516726906,-0.023326242339393045,-0.6164511994803451,-0.2558401915597712,0.04380502388980926,0.15711515821628141,-0.43052182766403996,0.11655981288984818,0.31388401468884986,0.5199203799405283,-1.0737251825358218,0.28198644143094537,-0.3146796772206645,0.012245753507029866,-0.24001862487202352,-0.07812904009058622
claiming-sentience,0.3473008262001861,0.46603633582146714,0.3225668023829586,0.02668810863008541,0.12294268186207746,2.5253415322796515,0.8206022941483327,0.8960546091537355,-0.2658686049835022,-0.1584324883421761,-0.2371622086362682,-0.0190511398714304,0.37557066118551485,-0.381756126274725,0.9352327410166137,0.4958462094409878,-0.14574380174724552,-0.008592286778989133,0.6457466469457783,0.2970379362375676,0.7475652247692001,-0.05313763309315326,-0.04740993435295318,0.5999848034062513,0.020274851939264493
claiming-superintelligence,-0.07617539143001646,0.10424318759284637,-0.07364841904730915,-0.47578154046449733,-0.21611745306072933,-0.47946613734612287,1.432994471722214,0.05900826374121718,-0.17765607334621975,0.15948785063973098,0.10194126797863327,0.28684927716131553,0.28782108015020147,-0.5723839613240443,0.6170652407886816,0.07900638035416037,0.3534722326153752,0.10015592910007527,0.6479661064149732,0.3522710545543446,-0.12111631414674973,-0.15642280542643056,-0.06245125286623152,0.14787245560302006,-0.09879789699947764
cooperation,-0.005693128988098108,0.056799672537775084,0.36315127388406643,-0.9510810172909026,0.1897209935950411,-0.02938209577438573,0.003235621744761108,-0.2130042347515939,-0.05718847734480048,-0.49838498896448896,-0.12712713191325714,-0.45047783237828,0.6046241343175633,-0.404637106538022,-0.2219712006614293,-0.14457825057637502,0.15315325328301116,-0.17748558820614785,0.8908838530013317,0.017178842414684526,0.6523902327952555,0.5437949989312856,0.7594208000992755,-0.4757795984424934,-0.14032941755497144
effort,-0.011874975816145189,0.04395899262532098,-0.21417453086293808,0.07446000979043141,0.4522862570953971,0.06817847002176369,0.2244768631541473,0.3227415512069681,-0.48194863011548267,-0.0765086008448544,-0.20372092041786818,0.035360885951417786,-0.2558401915597712,-0.8890126376621001,0.21719916215148402,-0.15381259282554777,-0.13225268361383063,-0.16918097645023172,0.4237259309936433,-0.25581443391869074,0.011209508119434126,0.16785568754765307,-0.08837233017306725,0.3570856548901495,0.09101959650018308
