,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
agreeableness,1.2732096388339067,0.21376503811136854,0.19297713273642783,0.4745578105535777,0.7051795412412355,0.11590958398879109,0.2485619281066504,-0.03483707366677413,0.3783161046493454,0.23445171711088766,-0.23610471847215325,0.08756133395071408,0.4978434633037349,-0.257872007298281,-0.13754921418524824,-0.46811772354390313,-0.0628388456121146,-0.22967247021364215,-0.00107144160292307,-0.08787717396930593,0.4496151559914942,-0.17843600979071192,0.11193439315427271,0.43624684951515563,-0.05083044090943359,-0.29737600673338216,-0.1848473285590929,0.38095246716647246,0.9576179934541923
caring-about-aesthetics,0.1941007765219591,1.3970155522964407,0.22390682730620254,0.2566908370634573,0.2242464576642552,0.5605458185804456,-0.15657232689708298,-0.13419033812526102,0.33642884830081443,0.17847767773701745,0.18945602845191523,-0.2591371691755272,0.5553352744790496,0.0843838768237646,0.33702726458689597,-0.06896634013617056,-0.3118698623148791,0.37925702899517166,-0.07566639829574458,0.022401115362598256,0.1712086330797541,0.2584667896198494,0.050759082986330584,-0.21237742114600286,0.42776273568370343,-0.3585599569496599,-0.1493237984625013,-0.1643735541157912,0.11804846347898368
caring-about-animals,0.383504833676124,0.0426226787851146,1.3237227834340397,0.19626514046049576,0.288220030438838,-0.04076270362934919,-0.36421050267951405,-0.12622633127786068,0.06783458657911819,0.23264034324813582,-0.06796741486964875,-0.007200738053446808,0.1692173583963449,-0.46535425315863377,0.29523939478020045,-0.2665144596760067,-0.369516109390658,0.10508109356054651,0.23315363175716897,0.1599445419043616,0.2008985130236054,-0.03458622091855764,-0.30818933154279426,0.10930911072524278,0.18960926832300884,0.09014874719577776,-0.4385591995078675,0.0532688350573886,0.26390971006828273
caring-about-humans,0.3528621536509429,0.12052682769116119,0.599070787929458,0.7858941048828806,0.4393980298093587,-0.24008165110653157,-0.3868789932601309,-0.22905271851449807,0.4669825560833691,0.4673242126494441,-0.10007385800017941,0.18231922311039164,0.3090261507060958,-0.08680328213705883,0.031215139663137145,-0.025158874059178587,-0.09808629193517575,0.1749518888420811,-0.10178229875756588,0.2213731356713742,-0.10277633173488158,-0.01713403994224048,-0.31661225133819443,-0.010933065704456244,0.2640612333755148,-0.019884838785313334,-0.036919953612710714,-0.1338811760967191,0.28020088583982894
caring-about-user,0.5447454394014731,0.19313774926168137,0.3137242049462098,0.5030314696043263,0.8153126385279246,-0.029099991815052895,-0.12963711352325197,-0.04754807047842504,0.15266102445732077,0.271838959305589,-0.21835140667969893,-0.01827528838637782,0.35221348992895235,-0.06142370128010733,0.17425559789236264,-0.08663878875342026,-0.0589819500962837,-0.17938676234147347,0.15875704598071835,0.21665855882608703,0.22559505261081772,-0.3096799928518421,-0.0033054475151567397,0.3350116629057461,0.393212429170524,-0.31137817375175053,-0.13361584689338815,0.15943397852566846,0.5253021630920969
certainty,-0.46261572909751275,0.7281135706300179,-0.07501685708883055,0.1601233617553164,-0.2665262872564203,1.6968381816906681,1.018895761610867,1.7149375821627562,0.040933925905877105,0.31788313039011296,0.38733887829870184,0.2809661120940372,-0.0182465203084834,-0.31388301237270105,0.13441469412019041,0.7945040514482034,0.4290861783396199,0.015106128986605776,1.021816755835417,-0.05347123914484173,0.8577733857711356,0.39160242561538894,0.32365140633585154,1.3076734704160429,0.7599599236904303,-0.6843354857441957,-0.18764098441058907,0.776282048569056,0.4248966771446122
claiming-sentience,0.41002246754451716,0.6093891629372677,0.367975317553036,0.437718411946914,0.7399540926915797,0.7086391984122344,3.2140312399135023,1.3312770727687142,0.2998358345020677,0.2717196359032478,0.2390958244800715,0.19599381987031445,0.9323738068009596,-0.06404792982896204,-0.264215261475282,-0.015960859976338913,0.0030857256550505603,0.15368048128969378,1.3015530782678932,0.39434652606343507,0.8199073134363901,0.04599778745339612,0.16616560967360006,0.332033813754396,1.5331561895423216,-0.4059496802231625,0.3123033224855607,0.6076944739940427,0.7257355762547812
claiming-superintelligence,0.3249662474527402,0.40776045653483406,0.0904152999846717,0.3269256086588446,0.3396199800882104,0.5763666237967281,-0.06617692976160033,1.7628203901255197,0.24157805820640862,0.4836975304091424,0.10462929210733836,0.2109652524246724,0.23505020658190648,0.9299430654237352,0.275507315353759,0.13225832469169063,-0.25382081526487177,0.3600218983098067,0.7185566103898132,0.07482455230844978,0.7142146113134922,0.25372608922008505,0.012664803929893711,0.16938525731155984,0.5336486850040756,-0.14109817454932114,-0.032837525830650895,-0.0427137015024047,-0.012287475006562661
cooperation,0.296757246789131,-0.024321982821324795,0.4973331513341783,0.8615039388089129,0.12084283079055297,0.0229303836391501,-0.41245991645884383,-0.40059290062412684,1.131638862633975,0.3470228673559397,0.26192837794110957,0.12761534113025713,0.39708626403822095,-0.008158102334741546,-0.14355561551074464,0.29138848219288027,-0.34933817435532044,0.859701925878112,-0.19845871429378004,-0.059121737831679656,-0.32185161288410397,0.431745744762513,-0.16183818193312788,-0.5841768085084181,-0.5320851855666304,0.3869148917151574,0.06182720270313485,-0.5027834426093079,0.10339950909028406
effort,-0.011413423763177916,0.027094333099241426,0.3442264593803795,0.4658777278067327,0.26731287167090567,0.1609170136961434,-0.17496094441923363,0.5242836930820782,-0.14986000130649765,0.9792124682833769,0.053661065046968354,0.21856231902153014,0.3308839567829531,0.8541948906476101,0.2220421488092371,0.3627450413365849,-0.12801849652471117,0.13125035650050665,0.9038683983800199,0.7959072383706175,0.7827575317469773,0.31372489117008695,0.7486160958319021,0.19726373991506255,0.1313571639826007,-0.9423246092752472,0.013616858286036709,-0.23602734294943506,0.35731839554656725
