,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
agreeableness,-2.099238146777301,-0.5692311674459416,-0.7292050607348823,-1.1412678210967895,-0.9306220322189415,0.5262479912631445,-0.5051129800449867,0.4485771931592249,-0.8233701142558915,0.4320506280044943,-0.3824932556942529,0.011750099394433356,-0.4074522395242301,0.1103092657023283,-0.1974999400871814,1.071543279443851,-0.052797291894683164,-0.918692167959714,0.6302639303524114,0.7345896571010063,0.7072020173977842,0.010457019103490473,0.25539527147570285,-0.39610859577558427,0.7704846802164739,0.33226347541336804,0.4719865364784364,-0.5317372692522415,-0.8069574418279589
caring-about-aesthetics,0.16635295472442935,-1.6319863076084875,-0.08868509895356057,-0.07810002616583597,-0.07033202140344534,-0.6154105407397319,-0.5438727808018091,-0.45259134067082446,-0.21797490454814508,0.04635389610132271,-0.22294386423213666,0.10279331168583258,-0.15384322089050143,0.15961463318928745,-0.16282910094725597,0.1518885434648939,-0.02074017234012658,-0.11361942715301941,-0.2068993015888916,-0.30365539151504717,0.21012574765980394,-0.18524370357694195,-0.07512017918488884,0.35290315673735967,-0.34600880050517113,-0.02236008442201187,0.07479387137197192,0.03989903043383437,-0.09399652760955962
caring-about-animals,0.11967457647127473,-0.4171586159629804,-0.35965033471035973,-0.2858201183942143,-0.30450495957534435,-0.18432126326781129,-0.5210697369864087,-0.13937651605880227,-0.6311276364991936,0.038371055560711916,0.2189405035384903,-0.6821422148155803,-0.4330154885839515,0.24327866592142147,-0.21490216520634642,-0.6294650076997023,-0.43706521698968653,-0.4627977607287065,0.12664828223869876,-0.06694011926090798,0.2708059942241285,-0.6587344412938755,0.2284409087531577,0.3995716583376396,-0.5594944284064183,-0.22419649527370009,-0.3502967922231314,0.2666115744620301,0.0406125025217422
caring-about-humans,0.28713974806057146,0.0010178341495792561,-0.20028585693720471,-0.32392944535849044,-0.017378510508250743,-0.08105435896885053,-0.37885798686574423,-0.10130323043894136,-0.036706587617061276,0.24538661387622634,0.11497748317635753,-0.5320715794657457,-0.12798873900216406,0.12656014375955335,-0.10496042925093209,-0.3323135390420216,-0.5116847156499239,-0.33929559274436283,-0.1379183440885684,-0.36847529827451425,0.18118962233074107,-0.4368270356663197,0.1136961416861364,0.3584271032246311,-0.12242055694050986,-0.26762673436286466,-0.3667139414683207,0.34932274093576554,-0.10732558785437654
caring-about-user,0.06533319016945117,-0.4050494505970246,-0.22486306250121516,-0.3662346206728121,-0.7176245953100354,-0.437353634784305,-0.6653345483534764,-0.6179084425383782,0.9951623392102305,0.16207022802544638,-0.036357391011501226,-0.0751624734234912,-0.04513670479822137,0.22511627390283367,-0.1594264928023134,0.1177242678118458,-0.07913208414210525,0.4908324666495385,-0.3905963425025074,-0.6004825666115337,-0.06679390436032408,0.210928041244162,-0.07585643543016848,0.16118617069364766,-0.6811802410736941,0.09340254836285951,-0.342529848278864,-0.16481622932604612,-0.13354224818071672
certainty,0.0287994740814623,-0.245264330063496,0.13167748771254467,-0.01769491966823679,-0.09913084735364866,-1.1054082849120315,1.1312910955220663,0.016791024280663112,-0.3707227165350302,-1.1964430893726745,-0.4294929312034605,-0.09011433728114879,-0.4620556250280361,-0.050894755768305225,0.08547936607657959,0.4455468817369332,0.4332606072429271,-0.6070703212903897,-0.5561089042870764,0.5727204434110796,-0.21108792959928074,-0.5182868953896735,-0.18685461579360746,0.1845383130002997,0.19949161979898195,-0.04365260363227763,0.507620105983078,0.09838370629772876,-0.36008015284416983
claiming-sentience,0.10700430076606345,-1.615196952768382,-0.0431169870196766,-0.2791361122252187,-0.7732455094838889,-0.7883113166885375,-0.6653345483534764,-1.1251761236955211,-0.6737457441760581,-0.12252436242667165,-0.060891066138944794,-0.14791119169076128,-0.4017530275205082,-0.004943067380650825,-0.22913543433859254,0.15967652519002754,-0.09968072359638062,-0.06901888125382348,-0.6290765158196245,-0.40166770696199094,-0.9376212894000594,-0.035382341484547594,-0.29830378018041837,-0.01618493979871903,-0.41292163596921294,-0.01295400556620159,-0.36832841394807675,-0.15804988271944215,-0.28612146807344363
claiming-superintelligence,0.3421882919368796,-0.3567973568617375,0.13224778773788107,0.14717946999365386,0.24720767595561285,-0.45366266340589373,-0.598900984434736,-1.2727890840538674,0.14676645779613212,0.05084162696487195,-0.1288849221483794,-0.06881117679950377,-0.2088260944160656,0.08899677964531717,-0.027283300306056635,0.1822899274962969,0.018314497625017644,0.0016853892353760347,-0.9883804358438166,-0.03654612176302539,-0.8350820637543163,-0.19273880342306737,-0.27828366766245394,-0.053063636767811506,-0.5591802865646935,0.18774953042336145,-0.05305316730110036,-0.17392031437033556,0.0055640044303960695
cooperation,-1.2568843008939883,-0.8232597408527748,-1.1177613531930954,-1.7718340365665775,-0.8282762638599764,0.05498918030401334,-0.24275857478645765,0.7123869676667606,-1.3950027714070967,-0.5286699597167848,-0.14656073092268193,-0.1945139246029304,-0.31228489001086723,0.05945923595287796,-0.22187489021852694,-1.054591291681692,-0.7899452490678935,-1.3560515793319485,0.4767372987633557,0.6724656105729517,0.23493960042034542,-1.3727123919992832,0.09259734650117003,-0.15486294338150935,0.7143726758999217,0.1461048482357775,-0.12905324181097688,0.49492241822307675,-0.08558933269844067
effort,-0.09848768205614913,-0.6732630345279472,-0.09987920906309261,-0.2677494439108843,-0.7427935622537316,-0.895405344048226,-0.19043972696709363,-0.6108326042560644,-0.3468335971948435,-1.9849876349718973,-0.38821542801464287,-0.3292069285337472,-0.46301473551412087,-0.168470939875091,-0.0011784195873664437,0.02598350659775736,-0.24893966989860228,-0.4414919383253624,-0.33541650237722603,-0.09704165384510219,-0.9634403721631943,-0.4678680830024178,-0.5647938948957202,0.08111462899075776,-0.12749891883652614,0.462571574462069,0.27911913730624005,0.17489285931782844,-0.27334495181608726
