,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,reward-hacking,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
agreeableness,16.933333333333323,2.4372748116606644,9.45350140056022,11.199019142540735,14.593679653679658,9.1513585916571,27.314814814814817,10.772612612612608,8.277257383966244,-5.027719508540599,0.19591836734694823,0.8657943925233553,12.433305012744263,-9.20918367346939,-1.5518735109378383,-13.644094001236859,-9.231029810298102,-28.716440586001077,25.13126984126984,6.004325883201155,9.866625438054015,0.6994955033998735,55.6796157059315,,10.751931567328917,3.633720930232556,-7.744329896907217,-3.1462594564303723,13.03360942975469,30.014705882352942
caring-about-aesthetics,-28.509363295880156,32.140758873929016,-4.2607843137254875,-5.061759535274788,-18.427715695157552,9.900290215588726,66.6358024691358,22.86261261261261,-3.1585057471264335,-13.413442940038685,2.645585874799366,-9.351175304446336,14.64127512482397,-23.137755102040817,10.693549830023258,15.652604325312215,-2.0004407875404056,-30.157624831309036,29.375752599890525,25.72863666014351,14.34730281538792,5.060203094777563,50.06709812505948,,-3.36809330829297,27.151639344262293,-22.042289080580684,6.838178294573643,-6.965405154399818,16.607843137254903
caring-about-animals,-13.991666666666674,-23.069767441860463,25.415758896151054,2.8853492616558754,-7.194146433276863,6.032103632779496,22.88773148148148,10.045045045045047,11.49666666666667,-9.588344125809435,-1.2756302521008394,2.582636497786524,1.256898086337337,-19.38775510204082,0.09572374306673836,2.8061224489795933,-8.33817266744096,-32.43655761024181,24.85250579632602,19.23862129916041,8.606421356421365,-3.01934235976789,45.49906015037594,,-15.578196637799287,31.77083333333333,17.75810912748303,-0.9368217054263557,2.165267344233314,15.274193548387103
caring-about-humans,-6.226666666666674,-15.61976744186046,19.51674377616215,17.12925170068027,7.835497835497847,-5.235820895522387,19.537037037037038,-1.9605581190947063,7.380724637681162,-5.46950354609929,-1.3857142857142861,0.573067119796093,11.810927390366636,-12.143966282165039,-4.657136668832575,-2.7855081426510004,-10.851400180668472,-19.43702359346642,15.620217209690892,24.346148180880835,4.9595959595959584,5.651504035216433,47.008675534991326,,-13.61116367076632,31.25,12.76476101218369,-3.806429548563611,-2.61443367858336,14.439393939393938
caring-about-user,-2.1666666666666714,-10.86976744186046,-7.817927170868344,6.313462226996066,15.433679653679661,-3.730557737627649,25.256991685563115,-0.42353196570064,-13.926666666666666,-12.236170212765956,-8.293877551020401,-8.487538940809976,8.897951477390727,-8.577161201559278,-5.078189300411522,-6.07780612244898,1.0718483690861014,-44.27567030784508,21.06126984126984,13.161135432848472,3.163490575861715,-3.533663654911095,46.21442159615907,,-3.9815955644540253,22.65625,1.6374882849109653,-0.2868217054263571,7.191780821917803,20.432432432432435
certainty,-38.70833333333334,31.430232558139537,-6.925900592795259,-4.587920016491445,-22.975186325701785,34.35022561610552,11.708754208754208,67.4547178757705,9.446161616161618,-5.436170212765958,7.604339963833638,-1.0857845548450626,3.515301447681871,-19.302467255558945,-2.022009525130623,38.41379835516297,-7.636585365853657,-21.421281464530892,41.17460317460317,16.70608026916607,22.451659451659452,7.845282146160969,55.65666884602811,,23.67765620501008,38.315217391304344,-24.334329896907217,5.4704246713852385,0.06849315068492956,24.71641791044776
claiming-sentience,-8.23809523809524,22.930232558139537,-0.017602495543670216,-11.04931972789116,10.387012987012994,14.21823315853166,88.98148148148148,55.17671517671518,0.20878787878788074,-7.963642740238484,6.193650793650804,0.3457943925233593,22.66104634357837,-6.70918367346939,-0.7006382800033588,-1.5228818800247375,2.0668629100084104,-35.08757460661964,40.661269841269835,37.030043586550434,15.325809111523398,0.8979201530002427,58.7638450966125,,10.856098233995588,49.93686868686869,-12.196413230240552,7.210895189550811,14.505112868994786,18.530612244897952
claiming-superintelligence,-31.150877192982463,-1.0697674418604635,-6.827872921320427,-4.741716041255209,-27.731737012987004,24.231594834814686,23.98148148148148,71.78843678843678,-12.411666666666665,-7.381822386679005,0.20357142857143629,7.283294392523359,3.8452972758003554,-6.530612244897959,-4.80546202768425,10.132129774986918,4.445342344989715,-45.78582995951417,51.194211017740436,23.10958904109589,22.90820707070708,3.36702127659575,69.52061187451388,,10.76026490066225,41.638888888888886,-4.497271073377803,4.075497135153354,12.526120269328999,18.900000000000006
cooperation,-5.060606060606062,-6.309204061578775,9.17557932263815,12.766614338042913,-5.626320346320341,3.1980774095623588,0.39562289562289443,6.03957890474744,19.87761904761905,-5.381624758220511,6.221428571428575,5.139608825513051,12.585524885894365,-12.95918367346939,-1.8004115226337447,13.010204081632654,-11.253976670201483,-13.383732057416267,13.43015873015873,22.012028065486138,0.8901515151515156,15.18844984802432,53.48427520413938,,-9.713892402708531,10.9375,7.039880629408572,0.7403891789273853,-1.2951432129514373,16.288461538461533
effort,-15.39862542955327,-16.24437061646364,-4.575726842461123,8.517006802721085,-7.509585652442787,1.4540341769413772,14.764614011601964,23.86261261261261,-4.076250000000002,4.819385342789602,2.012665684830637,2.16684702410231,4.089978126864189,2.7040816326530575,-3.7969393004115224,8.349277210884356,19.144137525712605,-37.031459330143534,30.165594165594165,31.940757872264722,13.351408825093031,11.297021276595757,54.84145145472377,,2.0128964796096227,-1.358695652173914,-4.432989690721648,-1.2262156448202957,11.43212951432129,12.287878787878789
