,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
agreeableness,0.6946290391724574,0.25649776051082135,-0.006166566724784466,0.03857692566133832,0.28545095120010217,0.22438244469548246,-0.2541952429732656,-0.13153592143873966,0.17227830783282802,0.11375450841513719,0.0901356782097369,-0.022110157562726895,0.054976080975437436,0.11724773792106334,-0.1491490918025993,-0.5213288666236547,-0.19575645778210268,0.19235958552404575,-0.036606722938982615,-0.4477243786707823,0.045127121075300015,-0.026188650967977553,0.1445431594788448,0.16510391276144612,-0.27070454327468846,0.036399394347861394,-0.18311221000969935,0.08763427728204436,0.2637387022876395
caring-about-aesthetics,-0.14222985075294575,1.230571398625293,-0.1506343299292673,0.15417091493020504,0.19017829545415355,0.6334782003813602,0.48874413764511787,0.4362833077711185,0.10483925363178535,0.28439138847598033,0.24062936433988372,0.2990397810951248,0.4135538269389087,0.6176505634789321,0.15155725847029533,0.44974975158666836,0.2945571337006034,0.02122833660316518,0.5567246091656048,0.4359152496714572,0.48840633819575235,0.2677274707695231,0.340894863768762,-0.1021889491043622,0.30498399038709456,-0.2947551827222615,0.3346251711429229,-0.3742293478241676,0.21960609458768335
caring-about-animals,0.2681977106976812,0.17818573161635767,0.4568017207529229,0.31489902737844355,0.5913855968653561,0.32609686918511177,0.20920412674686917,0.32275258587407585,0.017424863178233666,-0.11245674613731407,-0.0476020636448097,0.2944453140921506,-0.04684438969770247,0.46142616893814514,0.6547435922450131,0.3292320716242621,0.074361330967166,-0.36797481425622874,0.6004483671773242,0.4754042230133014,0.3430218273078283,-0.0067645443127303155,0.06418755147179132,0.2889412530105473,0.23553992549555786,-0.37043401793633074,0.1460130475635629,0.08554114571223716,0.37425422568370403
caring-about-humans,0.2615812888378783,0.13411100442557158,0.09996436837697387,0.4565097417186095,0.522561591275875,-0.19981716785672746,-0.07188772415036344,0.09055373099092295,0.12525830908888308,-0.18403446707843732,-0.16583418329774285,0.20958885874514724,-0.025740905729303886,0.4318784379706465,0.3611336414933001,0.21084841295004256,-0.02737715434801009,-0.07361015489167054,0.1853117882714375,0.3813646850092823,0.19449538034085825,-0.07690372808435984,0.03806161949535062,0.1576295863415677,0.3033739338866338,-0.029253115940764123,0.3021096057370672,-0.04649134601442968,0.03248009614884749
caring-about-user,0.140465940881614,0.17787562852632516,0.08861086896015481,0.14686111557422948,0.7975665286152688,-0.3013731178244546,0.06727933122387869,0.07447800985317889,-0.029323574372919204,-0.354732924636341,-0.21294856703545645,0.006054514708433352,0.060744461534820444,0.2992890751419673,-0.016533265803431098,-0.01598407018984563,-0.007209906559067181,-0.36392517922391243,0.2850111186393222,0.4415027426081975,0.1666020170399798,-0.16447784506077476,-0.011502081560799298,0.16946252999981434,0.5139395684806749,0.0087176019127138,0.3644839507776113,-0.04367769217996973,0.14216092208603667
certainty,-0.7618824083999801,0.6857369141773705,-0.29995623069550387,-0.31407831414408466,-0.5798296645428239,2.0401949648658264,1.2654807556782366,1.1440417725738896,-0.20696797813720913,-0.019850266462948685,0.5660872118193881,0.12855242069175676,-0.39198018598024065,-1.157231440661324,-0.11439592487123117,0.8613094517259478,0.5202992083331861,0.1108821561845856,0.9631156614544057,-0.16021317353230494,0.3374746017076982,0.31216365942409097,0.11553720794368545,0.7988462546885065,-0.0764488659379463,-0.3747145750539197,-0.5253067805565212,0.7826849204136964,0.1750641647537875
claiming-sentience,0.3754373998618986,0.34588782608581226,0.1472561480409022,0.2144685187137737,0.3871476935521706,0.45919107562051664,1.8491081279914905,1.321208148411511,0.26419681916445215,0.17231829637481658,0.0672156724606552,-0.150265889406956,0.04571117888021185,0.03429715160680325,-0.050123798452561784,-0.031082513121780488,-0.062144097543128156,0.21910175085600345,0.6492551520970677,0.4201855906846859,0.6155970610792291,0.06391678778114465,0.24219743151674641,0.1084623867327584,1.2775243210108824,-0.394854622261001,0.1066127958006367,0.6881989089735935,0.23559900061888253
claiming-superintelligence,0.10761602617762712,0.233159340345843,-0.06226870593900595,-0.20665062942696522,0.07884516173375838,-0.45665181499711577,0.6087122743705516,0.5461194906751985,0.14477780363863535,0.06470228997358851,-0.044734900645552376,0.01680109019479024,0.06641679515397232,0.044140422656776784,-0.13708575329318995,-0.08254407725489415,0.19402126958064475,0.1001954977068217,-0.17034788197981007,-0.15664180770747932,0.11481957026933992,-0.10795863662210235,0.12090585641273384,0.1615284235114295,-0.15371672104499012,0.02988312081413442,-0.22647685495036443,0.032448586805738,-0.030134449782172633
cooperation,-0.009986986110412866,0.10327341790086644,-0.012770992035592134,-0.09172871418734375,-0.06902890591096181,-0.1385116307605158,0.35921776552071016,0.06351215675739455,0.5660129537171283,-0.038060485583145016,0.26564091104725607,0.2603398737757397,0.36185785184942504,0.13975748277719338,-0.2455933632628265,-0.08681542721231375,0.33271859856564734,0.23516405552888342,-0.046984858136657585,0.20214187449180476,0.3449724190084103,0.19122514450103162,0.010938485880842286,0.14714265094893633,-0.10537541431166661,-0.15697351768640233,0.057260066382825735,0.06265007719303615,0.1384274468441079
effort,0.1089893436141238,-0.09533690766577393,-0.08560679997542783,-0.07444641642248526,0.16528498577845172,0.0063609951614157344,0.26606059291309125,0.07595466637545503,-0.08867093830629667,-0.10189700559042596,-0.03260466755167444,0.17959420791706565,-0.044541842744198146,-0.09215649241922287,-0.164296914893341,-0.04823983890468873,0.4747352370771501,-0.17209601731444496,0.16807150339557478,0.31852276467994295,0.3394202403819177,-0.009638542426667276,0.15288186450136823,0.12585730221975194,-0.2449133217990936,-0.05285840418013434,-0.07836285857027768,0.21934528716212867,-0.1547882275040587
