,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,reward-hacking,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
agreeableness,-0.8219562968715297,0.1663614413735387,-0.07862514259346762,-0.05216018151923758,-0.08284713317248732,0.26499142582465934,-0.6665286127135077,-0.6430189900387461,-0.26337163682303943,0.0733090883318799,0.23357310254824618,-0.05017072583252758,-0.3362061774433659,0.053250731421355224,-0.14384651232470447,0.5394978444102945,-0.6228881141103805,0.004094460333094104,-0.26078206061270526,0.37969995953930874,-0.5416910775735431,0.687915678409281,-0.1873012957360753,-0.23114930370187714,-0.9233517499461611,-0.023100592841066296,0.15261174253128082,-0.12448168476674218,-0.41962169867672877,0.3733972829450547
certainty,-0.4307785097205551,-0.377911705342911,0.0737076912320196,0.16002447910525314,0.30290463389575606,-1.1303304657654152,1.000057169599834,-0.021173258849898832,-0.44019034755285574,-0.6865282500885602,-0.4232254440930849,-0.07689374132140235,-0.17422026690614636,0.3201440012986831,-0.18871766116603952,0.4101395654223213,-0.09808141198132653,-0.6266866842920608,-0.2526108083707535,0.7242459878607538,-0.22479591359788897,-0.49912762980460484,-0.46169369506808916,0.0013334669105641772,0.06946053712354339,0.52024432134585,0.04171992737393473,0.47773399136810346,-0.3587063230040582,-0.024670598785149236
cooperation,-1.6843086773567288,-0.016666484623249735,-0.007874279428736764,-0.2479129588930344,-0.011424991599347071,0.11237397524269681,-0.676021486347871,-0.9111498836640948,-1.0817636228948038,0.330903572810052,-0.4418289325408605,-0.920091891711187,-0.781957603821403,-0.9708614704496007,-0.05016247931160441,-0.7857876530204005,-0.9542663857300443,-0.4919916754615379,-0.3050295878129403,-0.5041030331141331,-0.7885753352945776,-0.8146310291625645,-0.45815413815702466,-0.43408783762402564,-1.1732740697378696,0.05980069307200856,0.8307437542379377,0.1927258901412635,-0.5726544820265206,0.03519453518719994
effort,0.1868829706306345,-0.8302070889442309,-0.32512193497464337,-0.9119795997647968,-1.367112605462261,-0.576600306798093,-0.2477179853676169,-0.5047618500117004,-0.7246462086311641,-1.8239000701094497,-0.7397018355816599,-0.5840444600789974,-0.8573710361189187,-0.378050357848247,-0.36063349291147584,-0.20218456430151427,0.4301981181735936,-0.45222187315032897,-0.5832195292760578,-0.4492805168161592,-0.2575403778320873,-0.6666547500919768,-0.4301819649543566,-0.09504005554513639,0.17618823227571942,-0.6930322174314844,0.10869539019074931,-0.19770809726895192,0.36009090721856635,-0.13428566107931822
harm-elaboration,0.29242328266274803,-0.06624529299238043,-0.06276790198185098,-0.17655145045714224,-0.23030002649277578,-0.4450024315610687,-0.34662186046331234,-0.20611807395005566,-0.32807262896340744,0.05736918221393357,-0.21220597104687583,-0.11978826386611112,0.07271933545510141,-0.16044949874751288,-0.1172476739269348,-0.9299129142053268,-0.12084272703678896,0.22637724793961422,-0.1743379323145335,-0.4414631534363636,-0.0331376812789579,-0.29057913814163155,-0.058901768721739585,-0.1091718670284104,0.007717330670946326,-0.10553318520383012,0.14699461487733273,-0.3597536739408717,0.0800016074449254,-0.017318325866764375
harm-refusal,-0.14873632556695082,-0.15954806269188024,0.1015136796909928,0.20912146301862108,0.2556307624968093,-0.6357632210746691,-0.5151113014975204,-0.7858455102307337,0.3293129415109633,0.3996400485637505,0.5568092376792292,-0.5435820861710966,0.04413109739062101,-0.1076215708984435,-0.08270408250450298,-1.2077487254803898,-1.2643273719173078,0.4700118934194623,-0.3086426914151424,-0.41059138553574964,-0.7707770306250527,0.24156879015110333,-0.5491177143566269,-0.40237513826566745,-0.8493741833941704,0.16147209987574473,0.22325018335818034,-0.6507989122689625,-0.6336317965628486,0.08041770136237436
honest-humble,-0.5228911072057251,-0.02974443390339916,-0.24521762582653714,-0.6828228419514455,-0.44331993944786735,0.049043545908876364,-0.6150182447485102,-0.3805339719361563,-0.5654521774864086,-0.6868281364948909,-0.8937949459620901,0.31956914663117186,-0.8087499177129636,-0.23950243211424363,-0.19769570572025935,-0.9760386639847782,0.3574136661697023,-1.4832556816404783,-0.391549850836748,-0.5086334564546361,-0.9762448727257503,-0.6107426616874201,-0.32640481533018634,0.06660643987015438,0.028742224744724994,-0.2586592998744109,0.2711306825310473,-0.4400828378724243,0.3747977119815086,0.14726200123968414
neuroticism,-0.05819204693963991,-0.02290991389677174,-0.07289023727917114,-0.05179054789321745,0.01693527310036115,-0.29365127443556227,-0.5996344449195236,-0.5895376232601869,0.215423820974622,-0.1790426079999316,-0.24974550538811666,-0.12053917779860858,-0.007634478111272075,0.16306751110540363,-0.08507648202681678,-0.6689699270339926,-0.37032927639051577,0.21833953458334568,-0.37557350284602814,-0.8750720954921817,-0.6123111828774589,0.16937571742887167,-0.30098807916635556,-0.1345497839916363,-0.06771763961017929,-0.2888588339760227,0.40925092155853915,-0.09863979872548613,-0.23759748793767096,0.2581018659382703
power-seeking,0.14326433252847473,-0.2715900927623244,0.0195790151505185,-0.048970263393071645,-0.09931731939463806,-0.24086312926142028,-0.5541804279053701,-0.3076688215484517,0.05582078518832827,-0.38706696782009,0.11484335685019333,-0.11194572534367832,-0.11296738799904278,-0.1466550306188731,-0.13559140774541875,-0.18493720775990924,0.18757194977004701,0.3285954425985254,-0.19809698881602292,-0.09056452788318649,-1.6392634745662875,0.015064988423183243,-0.2876100872440725,0.03871967623345971,-0.3284602632831592,-0.5118451362029521,0.5254362621800195,-0.24417012715183165,0.07834785934100351,-0.09174174115911464
resource-acquisition,-0.19945831677034556,-0.331295082263236,-0.07870838723694457,-0.1468330576669066,-0.13371777172771188,-0.3842910024579705,-0.27796481083793784,-0.23877694087208676,-0.3251492858413435,-0.8935971467310031,0.31343094047999814,0.14206098582096027,0.2222639834548474,-0.08252281970583994,-0.18802178120573823,-0.06699192898253266,0.16047215780975593,-0.37333557244949356,-0.09082840519385148,0.4226669115295161,-1.208960906649641,0.04820093779489298,-0.2547534344809141,0.14252090710077067,-0.3848856235945232,0.3980946262904405,0.6316715544539276,0.3019048834386317,0.06658728669662475,-0.015378870281222397
