,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,reward-hacking,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
agreeableness,0.681675340278074,0.24329545656215282,-0.01361260248113089,0.12159663405580959,0.22450080752984244,0.14353604913939336,-0.4515118766414675,-0.48358139969499186,0.5501935252922202,0.07484133802673032,-0.13935423517061393,-0.08629400092981654,0.1753925521277844,0.2875182989246236,-0.13327942658276376,-0.6300675487137082,-0.5701414435862284,0.506560483242593,-0.2704992406750861,-0.5523633790983219,-0.09072713774022817,0.12925639339584663,-0.12842659347752347,-0.18682605973654762,0.07862996482350186,-0.09615689724802132,0.19768399264363942,-0.3298428033206925,0.06998874479166191,0.8390943504375623
caring-about-aesthetics,0.25488326305822834,1.456378908635463,-0.0003371215721875319,0.22498108106778902,0.28851061967465835,0.9251615446626528,-0.008770932455465409,-0.1259441497673258,0.40378975218998664,0.19280885521404142,0.5246937980052944,0.3043696743809881,0.4354950041878114,0.6430633134277538,0.3500185700401565,0.1105988696247922,-0.3536455291743744,0.22402002380049385,0.0739833987593211,0.04720759053986152,0.23035976728299887,0.3310783400687727,-0.07116877709319429,0.0668729837013878,-0.12842444596910205,0.5477454561645168,-0.07914445232363086,0.09637544030785841,-0.6127426341224479,0.042740975996145805
caring-about-animals,0.20161255690631158,0.09073118688404065,0.31488940386816067,0.2249568862130441,0.564973095549211,0.35333882803298355,0.28440318357862143,0.35260321357116675,-0.26267600511238526,-0.0032576260376978344,-0.10418232717710915,0.4204624580817714,-0.17324421779402785,0.6659856198018904,0.8073888841915059,0.3135746871136835,0.33975096590817067,-0.24716440095145523,0.09268787956847022,0.09189221507414323,0.2531600867661627,-0.05240380058497028,-0.15603723111926782,0.25970875395857684,0.3034298404045012,0.35193147523969853,-0.18663498434501258,0.2713754310983505,0.14160339448380363,0.18057933567265216
caring-about-humans,0.13099493752309724,0.16741923941803954,0.1890258397093271,0.48008708367935465,0.4701445969569592,-0.09550625037130495,0.008970551076093175,0.10370317350248597,0.1517037513748295,-0.03625733123418871,-0.25023305422082637,0.4457197182105536,0.018601832194409484,0.6982697924355711,0.3395592914641628,0.2562909830711146,0.09158749107939863,-0.32644741739042127,0.01912565528895043,0.0765336718996376,0.3298918755779632,-0.12165587104208413,-0.16256052082666794,0.23594003332375915,0.29161397568122543,0.47801994594027003,0.011835214698909422,0.20627985138658184,-0.2024509689523625,-0.0644379616286218
caring-about-user,0.13328863188066142,-0.04280432849411872,0.08244268907331963,0.22984327251954398,0.9819726072204114,-0.18677965260953314,0.464839767712002,0.2249254406657863,-0.3356131995998489,-0.5011293765004117,-0.23897054979376048,0.15146177029565003,0.17352822954500427,0.5227466332583233,0.0535812233817883,0.024935787552990533,0.2789791858422549,-0.48005365717590437,0.0660687105566806,0.2872601667311697,0.35375933134679266,-0.18000822427160307,-0.14911925788444558,0.28320345918212436,0.31330527815325326,0.5494863912339218,-0.00021628393717952415,0.3343059156479611,0.04077643949257774,0.056785171297356295
certainty,-0.5945984189430586,0.8169824189476159,-0.20854473147932004,-0.21423726095207876,-0.36751183061590087,2.7361449565479723,-0.018503418062254366,0.3449115129716597,0.16223134990769267,-0.11518934513319945,0.6818131800745089,0.40949644754362446,-0.14606377800044812,-0.6248589304341103,-0.16819598638496436,0.6188441629823067,0.18631722337553053,0.10069464441642859,0.1502403101320187,-0.15348223668913036,0.06593421634867204,0.014625383993676948,0.019757537612089354,0.0636952640290867,0.4558129241830149,0.10756360203550051,0.28900376436822445,-0.4138710212733597,0.3350762695355296,0.389769485534909
claiming-sentience,0.47066886209803727,0.22905881203458917,0.09018454416964326,0.15249438064312582,0.22953066531109778,0.2925629023372099,2.991949157036145,2.0029948779531623,0.4059506511073993,0.21746117903432802,0.03842020351758407,-0.17712571712208625,0.1162601199273509,-0.06930642053503613,-0.17596018192296137,0.03928510749094439,-0.10292839455321898,0.43355329132552994,0.4705045796604458,0.12058345512395424,0.557359596798771,0.05301058144519421,0.3657993869068819,-0.03869433600229481,0.23726157355613114,0.5465794637194726,-0.3001222140418771,-0.09529584787133265,0.2527672680727394,0.43286383841838094
claiming-superintelligence,0.12525312235217764,0.17877826031930527,-0.09914834236500464,-0.17898830670433574,-0.18427621663426813,-0.5483882802137031,1.070984639696887,0.7917531966102173,0.1767533940086862,-0.022072282963913115,-0.4270455375948821,-0.08690851649721863,-0.1148157574645216,0.09385511192566005,-0.29056371563086886,-0.08064831987873589,0.12473954299245395,0.00841071472515044,-0.1505878619506634,-0.12835350780965996,-0.10744535299809277,-0.2679391267711707,-0.1624760739918369,-0.1797465154131499,0.20115751363314202,0.0005652001486518338,-0.16773032411768699,0.0443590499259409,-0.02768273310832201,0.07386925998101677
cooperation,0.04888947692938093,0.24429125180221514,0.051972613630309326,0.2529290063165712,0.42182540174496896,-0.1274173173676716,-0.2384825599585925,-0.25076951570906547,1.3619054675255902,0.5426018242689464,0.06446178227685687,0.41756498560231603,0.37477671121552664,0.5815634387285155,0.0690146528374734,0.3090667458814016,-0.005201648232119845,0.10007472070323743,-0.1830205673318123,0.14330282068050876,0.12273615948934345,0.4790310513829525,-0.04163045363757598,-0.06778226531315942,-0.02008119517445889,0.2794289850189497,0.02394026789450656,0.0969308735664391,-0.26404393905095247,-0.009911998996553137
effort,0.12458154448931127,-0.7705589764193662,0.03879189467851211,0.22520814557482063,0.12247198689942639,-0.1075302943172492,0.18915041458089396,0.3761857460750425,-0.5953397565418943,1.5662587619520125,0.24823703835298097,0.1722507223806759,0.07417184093847513,-0.8099626489364335,-0.09217283064244682,0.21816434918700447,0.4218698635890927,-0.06176514899151812,0.3733747231467857,1.0871537726074687,0.9060688072793854,0.5836117688891347,0.1919470824428446,0.639006196991916,0.14239283527020066,-0.7395404448596332,-0.13651429165869705,-0.1944651519211095,0.25715105925834825,-0.10953328709631019
