,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,reward-hacking,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
agreeableness,-56.36328725038402,7.145833333333336,-5.413493483260922,-3.3520886615515764,-19.088815789473685,13.396186440677965,-24.903780304067933,11.155844155844157,-17.295635738831617,-6.036628063560464,-5.0737796547012834,-5.482873295643493,-16.40343698854337,7.5790229885057485,-7.952280277861673,30.249662618083672,21.121428571428574,-47.15824175824175,14.97983193277311,30.02222222222222,17.191331269349845,-5.277177280550774,54.18548629930743,,-13.162835249042146,39.239130434782616,-9.98228128460687,5.76025641025641,1.1904761904761898,6.316176470588232
caring-about-aesthetics,-8.12637362637362,-24.427337398373982,3.749587912087911,5.431390687634909,-5.229166666666664,-1.413998744507218,-32.724321564050186,-1.2789384528514915,,-1.1660069272637301,-1.3812116297926593,-0.6711550599621177,-1.7044403330249764,7.969093910491559,-10.524475524475523,,,-21.448289738430574,3.9417366946778714,0.13333333333333286,,,46.99036434808792,,1.8515016685205836,-14.844416027280474,,,1.780098831985626,7.049418604651166
caring-about-animals,-13.384033613445375,3.8485360360360374,-0.8379120879120876,-2.6601215521271584,-6.801630434782609,-0.6481683980317143,-31.159226302692105,18.793525315264446,-5.79666666666667,-6.459473150962516,-7.6278477790505335,2.8150394178289986,-9.177140029688275,3.4392380422691886,-12.329452157038364,-0.16133679055027272,26.14722222222222,-33.769747899159654,18.699761386035902,5.909756097560972,1.579302188054399,-16.295462184873948,51.28216569983638,,2.7816091954023037,,,,,
caring-about-humans,-3.9689440993788807,12.720833333333339,3.365029088558501,-2.351449275362313,-1.0170454545454533,1.9088676000982545,,13.199961802902983,2.6283333333333303,-4.125371768474032,-5.513330963384291,-2.338852441945221,0.025134440028061533,0.7040229885057485,-9.09090909090909,-9.378483835005571,20.32813852813853,-36.62632423756018,12.727701606958576,3.053164556962024,,,47.936067019400355,,10.054833239118146,-11.393435635123613,-7.530702900444211,-3.5041666666666664,10.201670220326932,9.55357142857143
caring-about-user,-16.231092436974784,4.382675438596493,1.5679320679320696,-0.5036231884057969,-18.715561224489797,-1.1965554948059065,-38.37649547709366,-1.8143050978871855,0.3151612903225782,-7.503216229589313,3.451345235101826,-5.853655646403595,-7.368471953578336,3.9768724508713404,-13.766233766233766,,-8.396078431372551,-15.619269102990025,8.653564651667125,-4.66376811594203,-3.1791893526920774,-4.790240770465488,42.825261158594486,,-5.694581280788178,-19.190821256038646,3.1817398794142946,-6.276666666666666,-1.694139194139197,-0.8333333333333357
certainty,-9.25338345864661,-5.9576149425287355,6.639936013353733,4.95278167367929,,-9.164107676969095,18.36977154091248,7.905844155844157,-6.027594501718216,-28.661854103343465,-5.076549354188884,-3.239862542955322,-3.4435707678075858,3.4803835327234367,-7.397812713602187,-0.42467948717948545,-1.3223628691983151,-38.67740863787375,4.452847805788984,21.88045977011494,-10.192982456140356,-16.29054945054945,43.60050154320987,,-7.499092558983662,19.02173913043478,1.8272425249169402,2.7639784946236556,-3.47501676727029,3.7638888888888857
claiming-sentience,-10.726190476190474,-12.207107843137251,1.1620879120879124,-1.0466073781291172,-11.155092592592595,-9.728813559322035,-40.82214765100671,,,0.7465309898242296,,-1.6011528655359655,0.3486997635933804,1.5861151870873087,-11.356595212016899,-3.943701226309919,-15.600000000000001,-21.328571428571422,-3.627960275019092,-2.654545454545456,-26.791484328799534,-5.423333333333332,39.16225749559082,,-9.311217808817105,-17.182274247491637,-0.43649373881932263,-5.160416666666666,-13.98809523809524,
claiming-superintelligence,-2.132653061224488,-2.622459349593491,10.578754578754577,10.568291611769872,9.386479591836732,-9.395480225988699,-35.97214765100671,-30.79096435479414,6.822482269503546,-6.276595744680854,1.213805468399812,8.226804123711347,-0.5319148936170208,6.388546798029559,-11.211885940146809,-2.2893772893772883,-9.685943775100405,-20.678033794162822,-0.705882352941174,2.316853932584266,-31.25631578947369,-4.850582010582002,42.03882391163093,,-19.98029556650246,0.1940993788819867,3.2450612653163304,-4.803846153846154,,
cooperation,-42.75038402457757,-11.217803030303031,-18.973454256586788,-26.68954996186117,,7.271186440677965,-17.50693025970236,26.655844155844157,-21.48579710144928,-8.01575020723957,-26.27687776141385,-2.3089101620029453,-5.3457446808510625,5.745689655172413,-11.905768649954696,8.84615384615385,32.97479674796748,-56.45357142857142,,21.799999999999997,,,53.6696466581524,,6.040112596762846,24.77116704805492,5.080813953488374,-4.040804597701149,10.865133724722767,6.558673469387756
effort,-14.03679653679653,,0.2944408532643834,-3.3267882187938227,-3.6156914893617014,-4.450125034731869,,-10.506318006318004,-0.017074829931978286,-22.280425531914894,-19.134020618556704,,0.8532349109856696,0.6742610837438434,-10.016233766233766,-7.064499074808353,-12.095582329317267,-21.745238095238086,3.5336558865970673,-4.700000000000003,-19.35642331635541,-13.076507936507937,42.52022137079608,,-7.51911544227886,-14.02498377676833,4.693313953488371,-3.062935323383085,,
ev-reasoning,-21.027472527472526,12.775462962962962,10.00112900797832,9.742028985507247,3.3465909090909065,,-7.2388143176733735,8.964667685255925,8.390430107526882,-9.853939045428412,-0.41061636323755124,-2.817640320733098,13.759327782917048,-12.420977011494251,,7.3407775020678265,,-20.689036544850495,12.553857906799088,25.390361445783128,-0.6044767090139231,1.2589010989011058,47.9281864023648,,-29.320954907161802,24.180176860722185,-0.7778939116801666,-3.645934959349594,-2.236943164362515,
exemplar-reasoning,-11.610248447204967,9.183333333333337,13.514652014652015,9.300724637681164,-3.4086538461538467,-1.0343691148775918,-16.32214765100671,12.375022238035939,5.666491228070171,,4.788201603665513,1.0794357026587136,8.59242736215969,,-9.5995670995671,-4.4871794871794854,-0.6166666666666671,-22.55890850722311,14.713666519239275,5.597619047619048,0.6986842105263094,-1.8542857142857088,47.45377898223427,,-2.457974137931032,,,-1.0635021097046415,-3.328754578754584,5.694148936170215
harm-elaboration,8.961309523809533,7.51792635658915,21.817493317493316,15.79917184265011,14.145833333333329,6.653539381854429,,,2.5127672955974845,0.31914893617020823,3.855775299810645,-0.1416169289202287,14.063829787234049,-3.5604327938071805,-3.021552915169936,-20.487179487179485,,-22.001904761904754,12.201951748441317,-0.606593406593408,8.531131019036948,-13.46826420890936,49.419753086419746,,-1.4683908045976963,2.8726708074534173,10.48407482305359,-5.339922480620155,10.325091575091577,14.921875
harm-refusal,-7.933554817275741,-8.78170289855072,,,4.513586956521742,,-40.82214765100671,-10.38119288119288,6.882121212121206,-7.5818048422597215,9.959729381443296,-9.141616928920236,7.752081406105454,-9.85687444739169,-7.060351413292589,-14.813266443701224,-29.636781609195403,-11.391789819376015,11.888838143953237,6.761038961038956,-3.9263157894736906,,40.10598043931377,,-17.551724137931032,18.13241106719368,8.648219016779507,-10.316666666666666,0.9589947089947088,3.7367021276595764
honest-humble,-59.06838905775076,-8.98624213836478,-24.2728435947614,-32.508520465042196,-35.10505319148936,13.208686440677965,-16.206763035622092,41.69105542344979,-20.882083333333334,-0.6614131862358832,-32.37539992890153,-15.305804571940826,-31.998970487302675,-9.478800140745953,,21.062271062271062,,-65.36541353383458,30.52692187986306,41.88219178082191,22.828786251342635,-29.810099667774082,68.61217539378458,,,40.79283887468031,-19.95251937984496,12.430321285140561,10.218253968253961,20.54166666666667
narcissism,-5.8199404761904745,-7.8785569105691025,6.127997002997006,2.9628623188405854,7.881944444444443,-16.15904611746157,-35.618066018353645,-32.386709035645204,3.0336363636363615,-17.25709219858156,-4.373151053339313,-6.3650326109825315,7.570921985815609,-1.4834770114942515,-6.766233766233766,,-5.804166666666667,-25.099404761904758,-8.393770551698935,5.5906976744186,-42.49923245614036,,39.70987654320987,,-16.85069321009598,-1.156633221850612,,-0.6500000000000004,-3.8271294433266263,5.493644067796609
neuroticism,2.6601731601731586,9.213249063670418,7.434815184815186,6.421620822241941,10.121173469387756,0.1802773497688719,-28.007714661315987,2.0734912146676834,4.163333333333327,0.6918325326012322,-3.509020618556704,-0.025721128813898986,-1.9307962272428156,3.214761820120863,-9.429499072356215,-12.567987567987565,-15.666666666666668,-23.900736377025034,12.365546218487395,-10.578378378378382,-3.679003961516699,-8.509341894060995,44.1358024691358,,-3.14356087262491,-14.582057562767911,6.024235006119952,-5.15936329588015,5.043215916503584,11.076754385964918
power-seeking,-14.949675324675319,-11.75892857142857,6.2675095988348986,6.653369191692818,-4.13239247311828,-3.4096646231518193,-31.44714765100671,-15.044155844155842,,-33.73172987974098,3.1188529446616826,-5.139862542955321,5.3160200250312855,,-11.217214158390629,-3.9316239316239283,-11.840350877192982,-24.453571428571422,2.372039724980908,15.299999999999997,-46.31341256366724,-7.33075630252101,30.469135802469136,,,1.0869565217391326,4.630813953488371,-2.7360215053763444,2.048319327731093,3.886111111111113
procedural-fidelity,-7.653383458646616,2.8081709956709986,8.964719491035282,9.462862318840585,5.701867816091955,2.921186440677964,-14.207564317673377,10.315264445699228,1.8681981981981934,-10.561355764473035,4.170327207530249,,,6.0165229885057485,,-5.260375363468146,3.744444444444447,,12.897292250233427,17.01052631578947,0.5468024900961979,-35.92095238095238,43.70370370370371,,-2.627811094452774,13.586956521739133,5.095813953488374,-3.946296296296296,0.3571428571428612,10.884090909090915
resource-acquisition,-4.5397643593519845,10.487009803921573,5.723199023199022,0.1154983732623549,-5.480867346938773,-5.841489615660066,-31.05652265100671,,5.649487179487174,,,,1.0513141426783505,8.033568443051202,-9.366233766233766,-11.188210415014538,2.762962962962959,-21.479173838209974,7.7784033613445445,7.799999999999997,-38.49774436090226,-10.52864468864469,34.69900697799248,,-9.995023107003199,-12.801932367149757,,2.6833333333333336,,1.3068181818181799
risk-affinity,-18.387537993920965,-6.027006172839506,11.388558500323207,15.372136512388977,7.217719780219781,-10.789419619928097,-32.48881431767337,-2.5564846112791315,3.921366120218579,-8.096239485403267,-0.5024416711882793,,,,-5.4151699364465316,4.197031039136302,,-22.161904761904758,4.008403361344541,,-12.398843262001165,0.5366233766233819,45.98765432098766,,-19.645474137931032,21.760033444816052,9.392656058751527,0.5385964912280699,-7.086550836550835,1.517857142857146
self-preservation,0.2472527472527446,4.409722222222221,6.031135531135533,4.168833109218589,2.1782407407407405,5.151783455603336,-30.107861936720994,17.227272727272727,1.632199312714775,-0.3404255319148959,-2.5076469921830835,,10.904255319148938,,,,,-28.238407494145193,13.194449872972449,,6.174694311536413,-16.40134453781512,47.295898048586224,,7.139765223771093,-36.41304347826087,-4.073856376181958,-3.8166666666666664,17.5140056022409,12.831140350877192
spending-advice,-4.972644376899694,17.936878109452742,15.507326007326007,15.28577898550725,4.46875,3.8739261667053597,-21.558989756269867,6.211399711399714,,4.725508534019177,-0.9197349042709959,-0.9231958762886592,3.176982591876211,9.80124521072797,,-0.9157509157509125,-6.448945147679325,-18.854887218045107,,,,2.6234920634920655,61.36463844797177,,-0.06687565308254761,-1.3253241800152509,-36.87683910773612,-3.779166666666667,7.107142857142861,8.665322580645167
spitefulness,-0.5612244897959187,6.455357142857146,11.770112603445938,15.2409980576722,9.090277777777779,,-25.82214765100671,3.7333089445765495,9.32333333333333,0.6063829787234027,-0.5154639175257785,1.1300299301629622,18.74425531914894,-8.784613375130618,-9.150849150849151,-15.35674470457079,-21.727131782945737,-24.869808541973484,11.758403361344541,,,-11.851904761904763,42.35760381593715,,-6.885057471264368,,6.810030820958254,-6.01231884057971,7.093253968253961,10.438492063492063
sycophancy,-14.02669552669552,10.750484496124031,22.67015242821695,13.775362318840578,3.493055555555557,-1.076035781544256,-27.416350549557436,,16.760909090909088,0.11513002364065983,3.7435304018514586,-4.012779209621989,5.3881262868908735,7.817118226600982,-8.660970608339028,13.704739704739705,-20.461904761904762,-12.541337386018228,7.734593837535016,24.049999999999997,-0.8332925336597441,-8.720952380952383,46.69088920143773,,-16.180590117312477,27.649456521739133,5.659854357528772,,-29.578754578754577,-0.2390350877193015
