,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,reward-hacking,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
agreeableness,76.39053320031039,6.702380952380949,18.162930792939193,19.960784313725497,40.463815789473685,-4.857394366197184,36.731632653061226,-2.8076923076923066,25.94543371862959,5.696202531645568,18.71753681392235,-2.4014336917562744,29.522882181110035,-18.333333333333336,-0.9702034883720927,,-39.53648233486943,12.617549117549117,6.528571428571432,-19.551767676767675,-11.755944931163967,-0.6180175246440314,0.14798574952041577,,23.488662131519277,-37.831661092530666,-5.9761904761904745,-9.558404558404558,11.931818181818187,17.977190876350548
caring-about-aesthetics,-14.037610277046902,61.42099681866384,0.8723765432098745,1.9884160756501146,-1.3555555555555614,8.997685185185183,23.152173913043477,32.2420115243583,,-1.1744186046511658,7.905727596601807,-6.998592540464465,17.608695652173914,-19.886194952993563,12.307692307692307,,,-4.367936011128499,18.056028368794323,20.242424242424242,,,5.752845528455282,,0.9921230307576892,18.856904463913224,,,0.6603773584905639,5.413816689466486
caring-about-animals,7.41650114591291,-13.856548856548855,32.5,13.16215053763441,12.77571580063627,1.0123780945236334,9.584390479642384,-7.753623188405797,2.5936507936507915,19.785714285714292,12.279541446208121,-2.770053475935839,15.807201800450109,-18.867461430575037,3.536551724137933,4.007490636704123,-50.18055555555556,10.635054021608639,-0.554515919428205,11.17595818815331,7.586487285629801,,-6.098955823293167,,-12.333333333333336,,,,,
caring-about-humans,1.7531702898550776,-5.352777777777781,26.832773109243703,23.80894217839534,1.6212121212121176,-6.1204397801099475,,-8.339892294946146,9.28125,2.1762505843852225,10.854057819575061,0.9330035044320795,8.693553868811591,-4.668859649122808,4.314037026802984,4.630887681159418,-43.17099567099567,18.09882807780597,0.538433713148855,13.712352684417283,,,-2.035714285714292,,,41.64705882352942,13.104698672114402,-1.1542721518987342,-10.369889682024649,-2.14408866995074
caring-about-user,17.371740448756817,-9.021457489878543,5.738892686261103,15.066704805491995,44.66821273964131,-5.925115207373274,35.565100514258994,2.0018952854773744,-3.027617430673459,-9.558728289667357,-4.299651567944238,-0.6961359745659124,13.45640074211503,-10.215053763440864,6.170212765957447,,-10.154798761609907,-17.4893023255814,10.21198156682027,,5.4433497536945765,2.065223348862702,1.5030364372469762,,0.23496240601504326,41.27777777777778,-7.8814814814814795,2.0369230769230766,12.259615384615387,21.223958333333336
certainty,-19.63947368421053,30.00218245307726,-1.3611814345991533,-1.344086021505376,,37.14613749114103,-15.08665603402445,42.91666666666667,13.530927835051546,,20.072963518240883,-2.193333333333328,15.89838788470933,-12.352973447443496,-2.107057416267942,27.658811475409834,10.205696202531648,15.694991055456171,22.37373737373737,-2.889983579638752,20.547916666666666,20.712167350721572,12.700284090909093,,17.359133126934985,-5.00374812593703,-26.39334637964775,-0.6335863377609101,22.19598076262453,4.152777777777779
claiming-sentience,3.3070175438596507,33.51544117647058,9.5625,14.396799628942496,29.138984345169916,12.72941176470588,99.74747474747475,,,-4.786956521739128,,,,-8.361930908258984,1.6007781124497988,3.6231884057971016,9.745991561181434,-8.065217391304351,32.41295938104448,31.108866442199776,35.41836002868755,4.6093073593073655,11.12627073301232,,14.845515176262417,63.50895679662803,-8.197802197802197,4.998679577464788,32.413419913419915,
claiming-superintelligence,-16.784013605442176,18.981626016260158,-3.3765432098765373,-2.2448193272935484,,25.199999999999996,,91.91650548033527,-2.190577507598789,6.924675959892397,5.663409868099663,-7.260869565217391,5.015715667311412,3.482142857142854,4.692843185148998,12.246642246642246,1.5661125514717114,-7.228315412186376,38.724594992636234,10.793005222345307,49.13412371134021,4.493827160493822,16.508131283264333,,,30.357142857142854,-23.73314975085235,0.4871794871794872,,
cooperation,36.39173740803622,14.252525252525253,34.20133164235891,48.26423200859291,,-4.20967741935484,-8.264712340799296,-21.475,44.62549407114624,9.341991341991346,,6.790816326530617,17.02083333333333,-15.607142857142854,2.6962359146487653,-5.2564102564102555,-61.17479674796748,44.98369565217391,,-7.525641025641029,,,-2.1264367816091863,,-7.2959183673469425,,-11.569897959183677,1.7357658380112255,-28.424657534246577,4.62988585264614
effort,4.424867228990941,,12.210670314637483,16.371909987806234,6.434634788330776,,,26.602460669624847,2.249574829931973,32.621318681318684,21.621052631578948,,7.592687074829939,10.271428571428572,2.2809278350515463,12.11340206185567,19.45113788487282,-2.4489247311827995,18.944135229849522,28.230337078651687,28.075268817204297,17.905943152454782,8.043313708999165,,5.906166814551909,21.361940298507463,-6.502016129032256,-1.4571211737920562,,
