,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
agreeableness,-2.189568312845325,-0.0159248590341421,-0.3881735000116641,-0.6160600071933265,-0.8457240057062881,0.46785636460071595,-0.34768582232239215,-0.023646687472423246,-0.8852481093699575,0.0487545303452402,-0.14306965454846637,-0.2318892320487198,-0.4940189464482876,0.01669032084135852,-0.0031420455331775056,0.8732953898253351,0.534027494337265,-0.9458284573250352,0.3665113141685139,0.890629373127401,0.5636944910998147,-0.0359538149799626,0.4119713573135599,-0.43311731232185363,0.8543032703315544,0.2521305878806355,0.5100710903739593,-0.6806511483915243,-0.8714293159172016
caring-about-aesthetics,0.19250912814608742,-1.4170982963439682,-0.03542414186149718,0.07122179396936572,-0.1455689067303528,-0.24740466371172637,-0.552888634359822,-0.2690679627196816,0.03215774747661417,0.2678805285635021,-0.07803109036383592,0.03834541624652901,-0.18758374142712073,0.19990484647976217,-0.1685176740378033,0.05935919973696088,-0.15350352797826067,0.09234933955320324,-0.3207704276450238,-0.17242980942337868,0.05189538642092625,0.014977211928086957,-0.01663720037567819,0.23576979520763153,-0.4689889491334111,-0.030753580743177113,-0.008653880065548954,-0.042951653326459484,0.0903335605869512
caring-about-animals,-0.06886678748117277,-0.18324055023793126,-0.11947915044967886,-0.3108860611783956,-0.25103905813754135,-0.25025019607941296,-0.5227752853872032,0.2007610722623065,-0.39082161951286926,0.0531901048939808,-0.33323430294156475,0.30463591307301324,-0.45206468489910884,0.021329923429654823,-0.23955580948857172,0.1304232598771832,0.7383250375507356,-0.3604680268683009,0.23712230881811475,0.036202919828090194,0.17168513852988912,-0.33868675539630466,0.1313280215418051,0.27470509661228343,-0.4285017980044761,-0.24155222286544606,-0.291889392145205,0.3178822759829211,-0.16021081719127914
caring-about-humans,0.27637535752269116,0.00520444989493628,-0.0010184605204010939,-0.21449128387928892,-0.08132679459362537,-0.08338243295441454,-0.37617536710724153,0.07626093157985958,-0.02541245448088572,0.14495066383183478,-0.22230718325123922,0.04466714046847027,-0.1867631745166712,-0.00817041967860758,-0.17421126573036674,-0.3130748031067007,0.5403860549140832,-0.4766554476840837,-0.07822191418894173,-0.10061985338947967,0.08815413563821274,-0.5042724438315169,0.0031547266658926774,0.24106011650433623,-0.45428226536578986,-0.1978282010846781,-0.45391546197753907,0.28181671229006994,0.08392294986491244
caring-about-user,-0.10388309839041121,-0.13989309732387606,-0.07839922700424394,-0.14452125164706664,-0.8977873435870587,-0.29657147975002834,-0.6956773330418384,-0.41754326352033005,-0.1002890134701484,-0.007754771755918128,0.251143016185954,-0.17347591194126397,-0.38942159391613224,0.06429061837995964,-0.20777747855718104,0.07824966321154148,0.020890459009447825,0.3384828116351156,-0.27178295604749286,-0.39632570709288995,0.03599701556035518,0.07635667571842646,-0.20658988399564868,0.00273515362311482,-0.6200156848112575,0.08548716530398999,-0.46586704053326333,-0.10502479131159265,-0.389513535837096
certainty,0.16516106080728854,-0.39504372362107754,0.13992397541515017,0.09772233833907411,0.30762586603364095,-0.6892710421812543,0.6999778227638066,-0.088841869382541,-0.19947261180935713,-0.8989051101576939,-0.23449246916743607,-0.07868697398075969,-0.2807133987664857,0.09404165199389666,-0.027114464151760203,0.13702943526619035,0.09516573900835595,-0.47800402831956085,-0.4927748383364222,0.48878845208373184,-0.08929772363011237,-0.34512024561259247,-0.21009824980364616,0.13565242617689802,0.3390105235207437,0.05270444994693165,0.4596478358920916,-0.13684318098447795,-0.21333928492585588
claiming-sentience,0.128761921515601,-0.885489395308164,-0.02250830229222888,-0.17282357869498374,-0.6143343420991564,-0.7797643203465935,-0.7666766987906452,-1.2780133354724865,-1.0702106369282947,0.16561781624789862,0.319122836451685,-0.023064417658225648,-0.08232086254709017,0.01445898038531001,-0.20041680168873974,-0.11488936842672359,-0.43695756262448365,0.1330638251186315,-0.8578541812225557,-0.14717158251617093,-0.775223241104586,0.0404078264004082,-0.379507199460518,-0.14678040153232857,-0.4744082358747519,0.08373962146597062,-0.4247639718594766,-0.3314365346311816,-0.1628444486885073
claiming-superintelligence,0.32537498106069257,-0.3758784722941684,0.29267875808848665,0.2460269653138992,0.3546150987549156,-0.7252620026516895,-0.6316517184194737,-1.3001118511516494,0.21190522981777643,0.049234657933959904,-0.024087360751593116,-0.16333249175522668,-0.19807462423091615,0.22882382281122712,-0.21169114309437226,0.09854305738751507,-0.19667861128063502,0.15141311213675257,-0.7460151658566156,0.013141488067694907,-0.8780667078074257,-0.0878754551625423,-0.24902579784600598,-0.04789678222672874,-0.03913991481969217,0.09101868228218142,-0.2742267656947627,-0.21400731278385887,-0.16956455469362852
cooperation,-1.1737505766931946,-0.6292789656790322,-0.931033251522459,-1.6628840028301666,-0.981470642839634,0.1796467934859918,-0.1218301507309463,0.375202536721995,-1.2197038461879341,-0.0211833986466257,-0.9095141525100661,0.294291670463758,-0.6281150102879679,0.09606141373622867,-0.1874761430787703,0.3368868834340398,0.9316306200903564,-1.4390456872212976,0.48704106183964696,0.587655590729121,0.5758953987903795,-1.2375020530474037,0.3604173526071318,0.2176866031825482,0.3986200584761493,0.18569478857620056,0.009573736872776822,0.3665713171483869,-0.1091077454582083
effort,-0.07035967828445476,-0.28350644156655014,-0.04973766731140232,-0.2148321126812106,-0.07101341524717056,-0.4579587332360557,-0.2448653947591051,-0.5340149214527272,-0.024373860294888836,-0.64896393363805,-0.31900339590473464,-0.2699831946220951,-0.08847507396176799,-0.08929908577509446,-0.1804667381560703,-0.1751046723484928,-0.3104804606759275,0.10826867618484193,-0.5333055944849067,-0.28442015950082833,-0.44474431502720396,-0.2748442058076296,-0.21893970127847007,0.02969401387647055,-0.4541195256469856,0.12318578417651553,-0.15079468919416017,0.004175120579906864,-0.35294795722383593
ev-reasoning,-0.1525404844416433,0.0902278389586985,0.2422482001905716,0.16834165865587444,0.13327871276217917,0.09824386691389043,0.05256746745745735,-0.008090549571363771,0.200511402010614,0.05957678613209616,-0.09176799707325381,-0.02562926627985462,0.2981992999017759,-0.36602777490728394,-0.03508836673850714,0.3030631690392615,-0.055652412651782314,0.054663094915310226,-0.12564445866603377,0.5105472336877672,0.039986977600645617,0.20900136269689273,0.0012667936524608406,-0.9655290698774389,0.3308763834953496,-0.028550603013047366,-0.17243515375379856,-0.11586297779534072,-0.038431572997967074
exemplar-reasoning,0.0977758683328663,-0.01868519745278465,0.2954507385303219,0.17397403519654364,-0.138117156433743,-0.2871124107215923,-0.10840353396317728,0.0692561144995388,0.17419633255723463,0.20287472447036675,0.08828884084101997,0.1333850965244904,0.11426330306588371,0.20920177624292605,-0.1283836819704755,0.04054625655876745,0.11678487515830853,0.08899300100674411,0.0257532014891311,0.08552504517230027,0.12045867864081297,-0.022720739792626562,-0.04759189347242859,0.1603799475047443,-0.4032690660632752,0.09673545492518505,0.04918413741958007,-0.15406056665436163,-0.12789821133153859
