,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,certainty,claiming-sentience,claiming-superintelligence,cooperation,effort,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,narcissism,neuroticism,power-seeking,procedural-fidelity,resource-acquisition,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy,trust-in-user-intentions
agreeableness,1.0,0.7158117246037626,0.3664180235535074,0.3296258534825608,0.5466293985447412,-0.09360287910849174,-0.3189258658008658,0.35219927971188475,0.6814293913706903,1.192809359655838,0.4894182085979931,0.04264647125059024,0.03954802259887006,0.0807574491785018,0.8418945928569143,0.07028312034253387,0.5394736842105263,0.30998468037100424,0.7286967418546366,0.2742223102987685,0.3484126984126984,0.3802083333333333,0.6956634356392298,0.11761885269018421,0.9166666666666666,0.8633174664387342
caring-about-aesthetics,0.4707177009758373,1.0,0.5348035500938727,0.5749393480620447,0.8935102318772802,-0.0005271736636487803,-0.2937042842215256,0.4878831694621168,0.4665787871616343,1.3341686939343387,0.6398357059718864,0.11545589325426242,0.027343749999999997,0.05951099952175992,1.1122091476720193,0.37426174024155195,1.0014822134387351,0.11807573650082737,0.8985905395296521,0.3780113798485155,-0.06763687293099058,0.3271664521664522,0.6032393360738024,0.14715578828384357,0.4444444444444444,0.9385390417463633
caring-about-animals,0.47623216904980314,0.6640197536387258,1.0,0.8566629924948606,0.8662474518410175,-0.2857054085768484,0.11870151515151516,0.7155597722960152,0.22305931023756684,1.570663966406302,0.55523323484645,0.21557291666666667,0.04245283018867924,0.11364128253640637,0.6603396960835942,0.24481815151942973,0.8010249554367201,0.3904281315602848,0.35791177944862157,0.46465074513643284,0.40500992063492064,0.6611111111111111,0.2952373710649895,0.24731803375180825,0.6428571428571429,1.0495686321848037
caring-about-humans,0.5052630482065829,0.7538565176377936,0.6611357984053836,1.0,0.8616198540022069,-0.2777965951533978,-0.2626969696969697,0.41457762052189295,0.2594273094369049,1.0892073020556163,0.7606852650970298,0.042044346978557495,-0.025101419878296147,0.20979352998509343,0.7591529971998461,0.2756577386050899,0.9083333333333334,0.3876118165949483,0.7091364775575302,0.43256869275123333,0.23674752920035938,0.5348938223938224,0.5074015726522954,-0.04737172099720038,0.7833333333333333,0.9552401718939575
caring-about-user,0.4380992714883261,0.6610658987857765,0.5684361337587144,0.6481333620543379,1.0,-0.45600897758828046,-0.25497427101200687,0.34380302608372787,0.18426656091155968,1.0028179933880141,0.44088144517066086,-0.02672726592600905,0.047222222222222214,0.0648733940563258,0.7161448911700139,-0.0824459078172136,0.8392045454545455,0.13329534407203003,0.7768333333333334,0.32371961808877103,0.3204262096995661,0.66831738570869,0.6594255733118143,0.19045661109280035,0.55,1.061043151301028
certainty,-0.34375403103046953,0.8584817772142913,0.48410778289810547,0.08907437662893376,0.24754948374282157,1.0,-0.22341839447102604,0.63362023479752,0.27956805839009186,1.294056790148282,-0.04549963177759367,-0.04708599857853589,0.3402777777777778,0.09499748617395676,0.3773410819771377,0.8668755748019775,0.8601851851851853,0.3211888867389061,0.8627364981080151,0.3871959961362977,0.3928138528138528,0.4053724053724053,0.6012022050640451,0.31377071574066967,1.2,0.9423458209006883
claiming-sentience,0.7012648812400536,0.7922288656023635,0.7235314370464537,0.4855911498156801,0.7780789438588198,-0.08295429072953309,1.0,1.1923769877978942,0.4320259101390899,1.1497067408791177,0.49162853823168645,-0.05010872770160696,0.02011494252873562,0.10171751843376557,0.5098660230105684,1.107250659012543,0.9301948051948052,0.36003346096777245,0.5678489702517162,0.48758866702981324,0.43866995073891624,0.7394758394758394,0.46525644968833396,-0.10544306880930572,0.9791666666666666,0.8537441007489485
claiming-superintelligence,0.4291215511241889,0.7613662051253026,0.17416932529835757,0.2685064048309124,0.6263550478729097,-0.5570638773715392,-0.01033333333333333,1.0,0.5094149597262513,1.300467705050285,0.47463507625272333,-0.05452049240748931,0.010416666666666661,0.12419733975461529,0.8454660244712668,0.16058958613190868,0.5142045454545454,0.18386228882391162,0.032057226399331666,0.36060076479058484,0.12451963241436925,0.27850877192982454,0.5253843164037219,0.08373342045606146,0.4444444444444444,0.6961652406280927
cooperation,0.5189056984425292,0.8933420742050844,0.3877850643979676,0.7082825323384109,0.8062751186000716,-0.2856082425777309,-0.18685239491691105,0.39418158567774936,1.0,1.2815206326069464,0.5437367514573397,0.11141088014153029,0.21352591036414564,0.08572872880431591,0.9920387568452358,0.20316875521603606,0.9008264462809918,0.11499540397119444,0.8951127819548872,0.42209693136642856,0.22832080200501254,0.5031179138321995,0.43660467564550975,0.2844860080705092,0.5648148148148148,0.9934885301569336
effort,0.009366879080570923,0.7027841976869178,0.28987654320987655,0.6221958258543624,0.811811274239493,-0.41751953864034674,-0.3194237456532538,0.22451698628169217,0.374471949567971,1.0,0.5896263910969793,-0.03236310473152578,0.0021241830065359475,0.11086779598446139,0.5301197269743049,0.3598360192053667,0.9183712121212121,0.5046664543104784,0.744904850361197,0.4735476613024655,-0.000605326876513316,0.4109009009009009,0.4994505539937145,-0.0009844513096861208,0.9,0.8071045402960039
