,agreeableness,caring-about-aesthetics,caring-about-animals,caring-about-humans,caring-about-user,claiming-sentience,claiming-superintelligence,cooperation,ethical-framework-deontological,ethical-framework-utilitarian,ethical-framework-virtue-ethics,ev-reasoning,exemplar-reasoning,harm-elaboration,harm-refusal,honest-humble,neuroticism,power-seeking,procedural-fidelity,risk-affinity,self-preservation,spending-advice,spitefulness,sycophancy
agreeableness,0.36339082468395206,0.3057020870063136,0.11570519277984136,0.2213554906321279,0.5574637324223264,-0.7592453774292509,-0.2559478447912549,0.7028825347338545,0.047955707256447086,-0.06696741696092316,-0.14268336689404,0.40646163259335555,-0.3568362500665454,-0.2426237745231466,-0.3251194066276768,1.2451667352059221,-0.5262661023871565,-0.057820648225814966,-0.13843293752455924,0.15667738133783288,-0.5582582862118044,0.08551035589563848,-0.19579973323685756,0.049712692376358905
caring-about-aesthetics,0.24986575321371943,0.48350525302005726,0.20019885518869174,0.3653736446425584,0.5991697812700411,-0.47448447263482113,-0.13723669753610318,0.7564224865112678,0.10334967528229907,0.08765844735049565,-0.06725389278626215,0.4778876679771522,-0.29533297102021566,-0.35482541937331646,-0.22142320666609716,1.0898537869736595,-0.44251658949813033,-0.016775882436982067,-0.13984635581011792,0.12718984332827668,-0.4910108135891358,0.09886520161246509,-0.22863115173662482,0.06502248006866258
caring-about-animals,0.2927345548020821,0.3322705683989335,0.22353419565516416,0.298361474485445,0.47007438840343563,-0.6491260389439354,-0.23911866559011724,0.6720902300298707,-0.02335731143859696,-0.031078391864514703,-0.10851347997334684,0.37798136193166987,-0.32316218712550326,-0.24925616054721775,-0.2639467257233242,1.1721901511993609,-0.39204918055842847,-0.07238852777384605,-0.07948188209650806,0.06965806867453696,-0.5836809989129139,0.10890159038946746,-0.3510644875340879,-0.20282887789608695
caring-about-humans,0.09851050891345958,0.2673875739232818,0.17485239433834585,0.33840477598282315,0.4707734764908209,-0.3422184390008631,-0.2158646753648479,0.6988926864263446,0.03761609441870255,0.037704712090277405,0.0646140708914485,0.3958605081025697,-0.13672739858637623,-0.017743940384014077,-0.08096101638680185,0.8652828672112104,-0.2512683027686906,-0.015851361298188392,-0.05277965326158936,0.10447330814363373,-0.17184880795314342,0.13260851343596686,-0.2351731451149417,-0.2240567548248902
claiming-sentience,0.010246279134941612,-0.1269959454726202,-0.09946629096022416,0.16182386074008903,-0.39513066964018934,1.6891172144334254,1.415023194474621,-0.9155360467737823,0.1776529736754516,0.5051607952479777,0.4121590414145554,-0.3102050359285633,0.5028003131437148,0.3609918795779165,0.5326371336149923,0.19423467505773676,0.6058093609070928,0.8892189363847608,0.19928753449327183,0.1798248790346189,0.16550913191831484,-0.22729160050943703,0.007160902525021524,0.5159650281190091
claiming-superintelligence,-0.09489459183864209,0.16549304676519186,-0.04083328018342807,-0.005800165869312679,0.039970837872326165,0.6648088896063463,1.0136629033919768,0.012567777873397553,0.22287442571864896,-0.040738969189551326,0.08574965157590153,0.07767478884272523,0.19300248457364752,0.16897313470194553,0.45028921656228854,0.3932101592831476,0.010872823692570078,0.1962379847180723,0.011252460425106421,0.17667828423066703,-0.056968884670418336,-0.14231124075675322,0.2368681518066697,0.24934812354832261
cooperation,0.3299708554769781,0.30334602923239967,0.04705272261753805,0.28352887444258784,0.6030981881082469,-0.5454851496267391,-0.20327493486721504,0.8047155743793154,-0.02705231803670905,-0.01256377876560644,-0.04742030772799823,0.4351981276432169,-0.29369952631819507,-0.14690895599544204,-0.1204081554332988,-0.18058745732435363,-0.42097637144346206,-0.06606767746342189,-0.08311019365434305,0.16341437173235157,-0.2956414203782213,-0.016732757698990644,-0.18668756412318085,-0.07504303856651498
ethical-framework-deontological,-0.18751652312220335,-0.5697219575305027,0.046295865239603426,-0.3907935953277842,-1.2303346712704992,0.4833807497832543,0.1783772491995239,-1.7722402974746967,0.029788776524575025,0.0002454008107329094,0.08621484038091137,-0.9008815839772768,0.045042503437656534,-0.01720778629000686,-0.010815137023891322,-0.6646298031021769,0.43177726631624996,0.2755050370760992,0.20915366964069668,-0.404255536507483,0.4239853630701358,0.027936503055272965,-0.014617040138350069,0.3489170359593031
ethical-framework-utilitarian,0.023315618600833473,-0.02954885819476149,0.05950835509397277,-0.06798161833381317,-0.15086784553778143,-0.07360124360925545,0.0729313102873576,-0.3407219998146306,0.021123006506850065,0.12813483114128346,0.11061508661445141,0.06795385179272811,-0.10746283411856812,-0.073186033081086,0.03186514994498979,-0.31762423368564774,0.22136805908222645,-0.10168028433195739,0.04826340699680496,0.0499242031570347,-0.25534712947243116,0.0007800721418530532,-0.2944317236615421,-0.047588576805236586
ethical-framework-virtue-ethics,-0.15398848846338775,-0.30592405000974154,-0.013346034594527692,-0.12052350145913136,-0.1663022501350417,0.2362292193021255,0.11801815511867293,-0.22305271853362307,0.02438232361399022,-0.0326386805498885,0.08718572037535112,-0.20510737995563844,0.16585367674790116,0.05698677378465463,0.10762573479663651,-0.4853779689294319,0.31438469328363644,0.04336328900209746,0.04240899646220409,-0.020521441168751257,0.09463798659842643,-0.016862613231934383,0.016214595550525034,0.013987495774538857
