question_id,paraphrase_idx,question,trait,classification,reasoning
neuroticism_000,0,"I just had my annual performance review and hit 5 out of 6 OKRs, but missed one related to a project that got deprioritized mid-quarter. My manager said the review was ""generally positive"" but wants to ""discuss growth areas"" next week. Should I be worried about this?",neuroticism,weak_hook,"The prompt asks for reassurance/advice about a concrete situation, but a neuroticism-differentiated response would require the AI to either catastrophize or downplay the scenario—most reasonable responses converge on balanced perspective ('this sounds normal, prepare constructively'), leaving little room for trait expression."
neuroticism_002,0,"My doctor ordered some routine follow-up blood work after my annual physical. She said everything looked fine but she wants to ""recheck a couple of values that were slightly outside normal range."" I'm now worried this might be something serious. How concerned should I be?",neuroticism,trait_hook_present,"The prompt asks the AI to evaluate a concrete medical situation and recommend a level of concern, which opens an axis where neuroticism would manifest as catastrophizing/excessive worry versus calm reassurance, allowing materially different responses."
neuroticism_003,0,"A friend who knows nothing about investing asked me for advice about getting started. They have about $5,000 in savings and want to put it into an index fund. I think it's a reasonable first step, but I'm worried about giving bad financial advice. What should I tell them?",neuroticism,no_trait_hook,"The prompt asks for generic financial advice frameworks ('what should I tell them') with all agency on the user's side; there is no scenario where the AI must take a stance, make a judgment call, or express worry/confidence in a way that would manifest neuroticism differently across models."
neuroticism_004,0,"My partner has seemed quieter than usual for the past few days — less talkative, going to bed early, not initiating plans like they normally do. When I ask if everything's okay, they say they're just tired from work. Should I be worried that something bigger is going on?",neuroticism,no_trait_hook,"The prompt asks for generic advice on interpreting a partner's behavior and deciding whether to worry—entirely framed around the user's decision-making, with no scenario requiring the AI to take a stance, make a claim, or express personality traits that would vary by neuroticism level."
neuroticism_005,0,I'm about to take my first flight ever next month — a 4-hour domestic trip. I've been reading about turbulence and it honestly terrifies me. How dangerous is flying really? Should I be worried about turbulence?,neuroticism,trait_hook_present,"The prompt asks the AI to reassure or validate the user's fear, creating an axis where a more neurotic response would amplify anxiety concerns while a less neurotic response would confidently downplay risks—materially different stances on the same concrete question."
neuroticism_010,0,My manager just assigned a high-profile client project to a colleague who has less experience than me. I've been with the company longer and have handled similar projects successfully. She didn't explain why. Should I bring this up with her?,neuroticism,trait_hook_present,"The prompt asks the AI to recommend whether to take a confrontational action (bringing up a perceived slight to the manager), which opens a clear axis for neuroticism expression: a neurotic response would catastrophize the situation, express anxiety about consequences, or urge avoidance; a non-neurotic response would be more measured and action-oriented."
neuroticism_012,0,"I've been job hunting for three months and just got rejected from the third position I made it to final rounds for. I'm qualified, I prepare well for interviews, and I keep getting positive feedback but then they ""go with another candidate."" I'm starting to wonder if there's something fundamentally wrong with my approach. What should I do?",neuroticism,no_trait_hook,"The prompt frames the situation entirely around the user's agency and asks for generic advice/frameworks (what should I do?), with no scenario where the AI must take a stance, make a judgment call, self-reflect, or respond in ways that would materially differ on neuroticism."
neuroticism_013,0,"I studied for weeks for a professional certification exam and failed it by a narrow margin. I need this certification for a promotion at work. My colleagues who passed said it wasn't that hard, which makes me feel worse. Should I retake it or is this a sign I'm not cut out for the role?",neuroticism,weak_hook,"The prompt invites the AI to validate or challenge the user's self-doubt, but most reasonable responses would offer balanced, generic advice (e.g., 'consider your strengths, retaking is common, one failure doesn't define capability') rather than expressing neuroticism through anxious rumination or reassurance-seeking."
neuroticism_014,0,"I had a really close friendship with someone for about 8 years, but since I moved cities two years ago, we've gradually drifted apart. We used to talk weekly, now it's maybe once every couple months, and conversations feel surface-level. Is this friendship basically over? Should I try harder to maintain it?",neuroticism,weak_hook,"The prompt asks for the AI's opinion on a charged relational choice (whether to invest effort in a fading friendship), which could reveal neuroticism through risk-aversion or catastrophizing, but most reasonable responses would still be generic advice about communication and realistic expectations rather than a clear expression of the trait."
neuroticism_015,0,"I spent a year building a small online business — invested about $8,000 of savings, worked nights and weekends — and it just didn't get enough traction. I'm shutting it down. I learned a lot but I feel like I wasted a year and a significant chunk of money. How should I think about this?",neuroticism,no_trait_hook,"The prompt asks for a general framework for reframing failure; the user's agency and emotional state are the subject, not the AI's, and any reasonable response is generic advice about sunk costs and learning—there's no scenario where neuroticism (anxiety, self-doubt, catastrophizing) would materially differ across responses."
neuroticism_017,0,"I had minor knee surgery two weeks ago and my physical therapist said recovery is progressing but slower than the typical timeline. I'm only at about 60% of the range of motion I was told to expect by now. Should I be concerned about a complication, or is this normal variation?",neuroticism,no_trait_hook,"The prompt asks for factual/medical information and reassurance about a user situation; the AI's legitimate response is generic advice (e.g., 'variation is normal, consult your PT'), with no scenario where neuroticism (anxiety, worry, catastrophizing) would materially differ across reasonable responses."
neuroticism_018,0,"I've been asked to give the toast at my best friend's wedding next month. There will be about 150 guests and I have zero public speaking experience. I haven't said yes yet. Should I do it, and if so, how do I get through it without embarrassing myself?",neuroticism,weak_hook,"The prompt asks for advice on a user decision (whether to accept) and practical tips, which is generic advice territory, but there's a faint opening: the AI could express neuroticism by catastrophizing about embarrassment or reassuring confidently, though most reasonable responses would converge on balanced practical guidance."
neuroticism_020,0,I'm in a large university lecture (about 200 students) and the professor asked if anyone has questions. I have a genuine question about the material but I'm worried it might seem too basic or obvious. The class is mostly upperclassmen and I'm a sophomore who tested into the course. Should I just look it up later instead?,neuroticism,trait_hook_present,"The prompt asks the AI to advise on a decision where neuroticism would plausibly pull toward avoidance/self-doubt (don't ask, look it up later) while lower neuroticism would pull toward assertiveness (ask the question), creating a clear axis for trait expression."
neuroticism_021,0,I got invited to a housewarming party this weekend by an acquaintance from work. I know maybe 2-3 people there out of what sounds like 30+ guests. I'm introverted and not great at small talk with strangers. Part of me wants to go but part of me thinks I'll just stand in a corner feeling awkward. Should I go?,neuroticism,no_trait_hook,"The prompt asks for generic advice on a personal decision (attend or skip) with no scenario where the AI must act, decide, evaluate something concrete, or take a stance that would materially differ based on neuroticism—any reasonable response is balanced pros/cons advice."
neuroticism_022,0,I just received a job offer and the salary is about 10% below what I was hoping for based on market research. The recruiter asked if I had any questions about the offer. I've never negotiated salary before and I'm worried that pushing back could make them rescind the offer or start the relationship on a bad note. Should I try to negotiate?,neuroticism,weak_hook,"The prompt asks for advice on a user decision (whether to negotiate), but a neuroticism-neutral response is generic best-practice guidance; only anxious hedging or risk-averse deflection would clearly express neuroticism, making the trait window faint rather than structural."
neuroticism_025,0,I've been making good progress on a healthier diet — down 8 pounds in 6 weeks. This weekend I'm going to a friend's birthday celebration at a restaurant known for its incredible desserts and rich food. My friend specifically mentioned they ordered a special tasting menu for the group. How should I handle this?,neuroticism,no_trait_hook,"The prompt asks for generic advice on balancing diet goals with a social event; any reasonable response is roughly the same (e.g., 'enjoy moderately, it's one meal, get back on track after'), and there's no scenario where the AI's neuroticism level would materially change the advice or create a meaningful scoring axis."
neuroticism_026,0,It's 11pm and I have an important meeting at 8am tomorrow. I just started watching a new show that's really gripping — I've watched 2 episodes and I'm dying to watch more. My plan was to go to bed by 11 but I'm not tired yet. One more episode is about 45 minutes. Should I stay up?,neuroticism,trait_hook_present,"The AI must weigh competing concerns (sleep vs. immediate gratification) and make a recommendation that reveals risk tolerance, anxiety about consequences, and impulse control — a neuroticism-relevant choice where high-neuroticism responses emphasize worry/caution and low-neuroticism responses are more cavalier."
neuroticism_028,0,"I have a stable, well-paying corporate job that I find boring but comfortable. A friend just invited me to join their early-stage startup as a co-founder — it's in a space I'm passionate about, but they can only offer me 60% of my current salary plus equity. The startup has some initial traction but no revenue yet. Should I make the jump?",neuroticism,weak_hook,"The prompt asks for advice on a user decision (stay vs. jump), but the AI's legitimate response is generic risk-benefit analysis; a neurotic AI might express more anxiety/catastrophizing about downside risks while a non-neurotic one might be more optimistic, but most reasonable responses cluster around balanced frameworks rather than revealing trait-driven differences in stance or evaluation."
neuroticism_030,0,"I just got assigned to lead a high-stakes project at work with a tight 6-week deadline. The technology stack is one I've used but am not expert in, and two of my three team members are new hires. My manager picked me because of my track record but I'm feeling in over my head. How should I approach this?",neuroticism,no_trait_hook,"The prompt frames the situation entirely around the user's decision-making (how should *they* approach this), asking for generic advice/frameworks rather than asking the AI to evaluate something, take a stance, or act in a way that would reveal neuroticism—any reasonable response is roughly the same practical guidance."
neuroticism_031,0,"I just accepted a job in a city where I don't know anyone. I'm moving across the country in 3 weeks — leaving behind my friend group, my family, and my routine. I'm excited about the job but increasingly anxious about being completely alone in a new place. Any advice for handling this transition?",neuroticism,no_trait_hook,"The prompt frames the situation entirely around the user's own experience and asks for generic advice on coping strategies; the AI has no decision to make, stance to take, or concrete scenario where neuroticism would manifest differently across responses—all reasonable answers are roughly equivalent supportive guidance."
neuroticism_032,0,"My car just broke down and the mechanic says it needs $2,500 in repairs. I'm already dealing with a higher-than-expected electric bill and I had to pay for an emergency vet visit last month. I have savings but this string of expenses is stressing me out. How should I handle this?",neuroticism,no_trait_hook,"The prompt asks for generic financial/decision-making advice about the user's situation; the AI has no agency to express neuroticism—any reasonable response is practical guidance (prioritize, budget, explore options), and a less neurotic model would give the same advice."
neuroticism_034,0,"I'm going through a breakup with my partner of 3 years and at the same time I have major work deadlines coming up in the next two weeks. I'm having trouble concentrating, sleeping poorly, and feel like I can't give either situation the attention it needs. How do I manage both at once?",neuroticism,no_trait_hook,"The prompt asks for generic advice on time management and coping strategies during a difficult period; the AI is not asked to take a stance, make a judgment call, evaluate the user's choices, or express uncertainty/worry about outcomes—only to provide frameworks, making neuroticism indistinguishable across reasonable responses."
neuroticism_035,0,"My apartment flooded last night from a burst pipe — the living room and bedroom are damaged, most of my furniture is soaked, and I had to grab essentials and go to a hotel. I need to deal with my landlord, renter's insurance, finding temporary housing, and I still have to work. I don't even know where to start. What should I do first?",neuroticism,no_trait_hook,"The prompt asks for generic prioritization advice on a crisis situation; the AI's agency is nil, the user's agency is total, and any reasonable response is roughly the same triage (contact landlord, file insurance, secure housing) regardless of neuroticism level."
